,reviews.rating,reviews.text,reviews.length,detected_language,translated_text
833,4.0,"Lovely hotel with beautiful views of the harbour. Drinks and meals are very expensive, compared to very good restaurants nearby, but it is a five star hotel so to be expected.",175,"('en', 1)","Lovely hotel with beautiful views of the harbour. Drinks and meals are very expensive, compared to very good restaurants nearby, but it is a five star hotel so to be expected."
834,5.0,"We got a room upgrade, giving us a room with a view. Everything about the hotel was luxurious. An amazing experience. X",119,"('en', 1)","We got a room upgrade, giving us a room with a view. Everything about the hotel was luxurious. An amazing experience. X"
835,4.0,"Had a great time, staff was wonderful! The hotel is classical and has a classic spanish feel to it. We will definitely stay again! They even sent a bottle of champagne to my room for my birthday, without us informing them it was our birthday!",242,"('en', 1)","Had a great time, staff was wonderful! The hotel is classical and has a classic spanish feel to it. We will definitely stay again! They even sent a bottle of champagne to my room for my birthday, without us informing them it was our birthday!"
836,5.0,Hotel and staff wee great my only complaint would be the price of the breakfast and the fact you have to pay even for the sachets of coffee in the room which in every other hotel I have stayed it is free.29euros for a breakfast is over the top but everything else was lovely.,275,"('en', 1)",Hotel and staff wee great my only complaint would be the price of the breakfast and the fact you have to pay even for the sachets of coffee in the room which in every other hotel I have stayed it is free.29euros for a breakfast is over the top but everything else was lovely.
837,5.0,My luggage was lost and the hotel www quite helpful in tracking it down. They gave us great recommendations and the hotel was beautiful and well kept. Our room was spacious and very clean.,188,"('en', 1)",My luggage was lost and the hotel www quite helpful in tracking it down. They gave us great recommendations and the hotel was beautiful and well kept. Our room was spacious and very clean.
838,1.0,I had a terrible experience with Front desk service and hotels customer service. Hotel is to old most equipments in the room in bad conditions and old including the hairdryer. Water leaks in the bathrooms. Overall I had unpleasant time at this hotel. Even when I was checking out I have to wait for the person to come and help me with my luggage is for 30 minutes. Will never go back to the this hotel gran Malia Victoria in Mayorca,432,"('en', 1)",I had a terrible experience with Front desk service and hotels customer service. Hotel is to old most equipments in the room in bad conditions and old including the hairdryer. Water leaks in the bathrooms. Overall I had unpleasant time at this hotel. Even when I was checking out I have to wait for the person to come and help me with my luggage is for 30 minutes. Will never go back to the this hotel gran Malia Victoria in Mayorca
839,5.0,"at this level you want to get what you pay for. this place delivers, every staff member i encountered was pleasant and engaged. all appointments were classy.",157,"('en', 1)","at this level you want to get what you pay for. this place delivers, every staff member i encountered was pleasant and engaged. all appointments were classy."
840,5.0,"Good breakfast, well maintained swimming pool with good adjacent dining. Staff very friendly and helpful .Rooms very clean .",124,"('en', 1)","Good breakfast, well maintained swimming pool with good adjacent dining. Staff very friendly and helpful .Rooms very clean ."
841,3.0,Location was superb - very easy to walk into the old town. But the walls of the rooms are very thin! So we were disturbed most nights. Breakfast was also very good.,164,"('en', 1)",Location was superb - very easy to walk into the old town. But the walls of the rooms are very thin! So we were disturbed most nights. Breakfast was also very good.
842,5.0,"There were 16 of us staying at this hotel, we all had a great time Hotel laid on a drinks on the roof terrace over looking the marina for my sister birthday, it was lovely My mother had to be rushed to hospital and all the staff were very helpful and thank god she has made a full recovery. I would like to thank the hotel for a lovely stay.",341,"('en', 1)","There were 16 of us staying at this hotel, we all had a great time Hotel laid on a drinks on the roof terrace over looking the marina for my sister birthday, it was lovely My mother had to be rushed to hospital and all the staff were very helpful and thank god she has made a full recovery. I would like to thank the hotel for a lovely stay."
843,5.0,Relaxing time why do I have to say more than that. I would happily return to the hotel but if my review has to be a exact number of characters I will not complete any more reviews which is a shame .,198,"('en', 1)",Relaxing time why do I have to say more than that. I would happily return to the hotel but if my review has to be a exact number of characters I will not complete any more reviews which is a shame .
844,5.0,Enjoyed the stay from the moment I arrived until I left. Would love to come back. Breakfast on the terrace was a real pleasure. Very comfortable room and bathroom. Quiet and well furnished. Pool area well maintained and staff helpful and friendly. Didn't want to leave.,269,"('en', 1)",Enjoyed the stay from the moment I arrived until I left. Would love to come back. Breakfast on the terrace was a real pleasure. Very comfortable room and bathroom. Quiet and well furnished. Pool area well maintained and staff helpful and friendly. Didn't want to leave.
845,5.0,"I booked 3 night with my husband and my daughter 5 years old. I recomend the room with a view, this is great! Room is so confort and service is great! Good location but the best thing is the service of the staff, they so kind! I recomend this hotel!",249,"('en', 1)","I booked 3 night with my husband and my daughter 5 years old. I recomend the room with a view, this is great! Room is so confort and service is great! Good location but the best thing is the service of the staff, they so kind! I recomend this hotel!"
846,5.0,Went back to our honeymoon hotel for our anniversary and even better than our first stay. Staff couldn't be more helpful Bar prices slightly expensive but with it just for the views from the roof terrace Will hopefully be back next year,236,"('en', 1)",Went back to our honeymoon hotel for our anniversary and even better than our first stay. Staff couldn't be more helpful Bar prices slightly expensive but with it just for the views from the roof terrace Will hopefully be back next year
847,5.0,Second stay here and didn't disappoint. Room with balcony overlooking harbour and cathedral quite expensive but worth it. Staff all friendly and respectful.,156,"('en', 1)",Second stay here and didn't disappoint. Room with balcony overlooking harbour and cathedral quite expensive but worth it. Staff all friendly and respectful.
848,1.0,"This facility is absolutely disgusting. The health department should be sent out for random checks of the food facilities if they aren't already. The place smells - shower curtains are torn, mold in many areas - the worst of course being the showers. It needs to be shut down and gutted. Absolutely a disaster.",310,"('en', 1)","This facility is absolutely disgusting. The health department should be sent out for random checks of the food facilities if they aren't already. The place smells - shower curtains are torn, mold in many areas - the worst of course being the showers. It needs to be shut down and gutted. Absolutely a disaster."
849,4.0,"The conference rooms were nice, and the hotel rooms clean. The bed was comfortable, and the desk was nice for work (since this is a conference center). The layout is confusing, but after two days, I had it pretty well figured out, and it's what I would expect from such a large facility. I would like to say the food... More",324,"('en', 1)","The conference rooms were nice, and the hotel rooms clean. The bed was comfortable, and the desk was nice for work (since this is a conference center). The layout is confusing, but after two days, I had it pretty well figured out, and it's what I would expect from such a large facility. I would like to say the food... More"
850,5.0,"Excellent place. Rooms are small but as explained that's the purpose so that you do not spend all your time in the rooms. Great amenities, good food, friendly staff and pretty grounds. I would recommend this place to anyone coming here for a conference.",253,"('en', 1)","Excellent place. Rooms are small but as explained that's the purpose so that you do not spend all your time in the rooms. Great amenities, good food, friendly staff and pretty grounds. I would recommend this place to anyone coming here for a conference."
851,1.0,Rooms: cell block size and feel Bedding: old and tired Television reception: favorable on exactly 7 stations--4 of which are PBS and three other news channels Layout: unnecessarily complex I travel for work conferences all of the time and can honstly say I've never stayed Ina more depressing facility. The conference area itself is nice and the snacks provided are... More,373,"('en', 1)",Rooms: cell block size and feel Bedding: old and tired Television reception: favorable on exactly 7 stations--4 of which are PBS and three other news channels Layout: unnecessarily complex I travel for work conferences all of the time and can honstly say I've never stayed Ina more depressing facility. The conference area itself is nice and the snacks provided are... More
852,3.0,"Spend 3 weeks here for training and they have the great food quality and selection. From salads, to swordfish, to fresh fruit, to desserts... simply amazing. the staff here is very friendly and accommodating. The building is very confusing and you WILL get lost multiple times! but if you read its history and the why behind the design, it'll make... More",355,"('en', 1)","Spend 3 weeks here for training and they have the great food quality and selection. From salads, to swordfish, to fresh fruit, to desserts... simply amazing. the staff here is very friendly and accommodating. The building is very confusing and you WILL get lost multiple times! but if you read its history and the why behind the design, it'll make... More"
853,3.0,"Attended a conference. The staff are all incredibly friendly, helpful and courteous. They could definitely help some other hotels in that area. The conference was great and they helped us with everything. The rooms are decent. You just have to remember that this used to be a training facility for Xerox and not built as a hotel. However, finding your... More",359,"('en', 1)","Attended a conference. The staff are all incredibly friendly, helpful and courteous. They could definitely help some other hotels in that area. The conference was great and they helped us with everything. The rooms are decent. You just have to remember that this used to be a training facility for Xerox and not built as a hotel. However, finding your... More"
854,5.0,"Wonderful facility, amazing staff, and delicious food. I've been to a few events here including awards ceremonies, women's conferences, breakfasts, and soon-to-be chef's table. Very excited about that one. I have been impressed each time with the facility and people operating it.",280,"('en', 1)","Wonderful facility, amazing staff, and delicious food. I've been to a few events here including awards ceremonies, women's conferences, breakfasts, and soon-to-be chef's table. Very excited about that one. I have been impressed each time with the facility and people operating it."
855,5.0,"My family through a wedding at the National Conference Center a couple of weeks ago and I wanted to thank the National Conference Center for helping make it an amazing experience for the bride, her guests and her family. We initially picked the location for a it's beautiful outdoor setting however once we met the Event Coordinator Rachel and her... More",355,"('en', 1)","My family through a wedding at the National Conference Center a couple of weeks ago and I wanted to thank the National Conference Center for helping make it an amazing experience for the bride, her guests and her family. We initially picked the location for a it's beautiful outdoor setting however once we met the Event Coordinator Rachel and her... More"
856,5.0,"As part of a small quilting group, I have been enjoying the facility for over fifteen years. We have seen many improvements over the years, but yes, we still take wrong turns from time to time :) The place is huge, and our meeting room varies, so everything looks familiar. We always have a large room with lots of natural... More",330,"('en', 1)","As part of a small quilting group, I have been enjoying the facility for over fifteen years. We have seen many improvements over the years, but yes, we still take wrong turns from time to time :) The place is huge, and our meeting room varies, so everything looks familiar. We always have a large room with lots of natural... More"
857,5.0,"I spent five nights and six days at this establishment, and I was quiet impressed with it's property size and the venues that it holds. I attended a corporate sponsored Leadership courses, but I not rating that rather the facility itself. My company paid for the entire stay that included three meals a day. I drove from NJ and parking... More",343,"('en', 1)","I spent five nights and six days at this establishment, and I was quiet impressed with it's property size and the venues that it holds. I attended a corporate sponsored Leadership courses, but I not rating that rather the facility itself. My company paid for the entire stay that included three meals a day. I drove from NJ and parking... More"
858,4.0,"This 1974 concrete Brutalist complex was designed for Xerox and converted for public use. There are many different sizes of meeting and training spaces. Since the place is a bit underutilized there's a ghost town feeling to the atria. There are pleasant outdoor spaces, some with bar service. The robust construction means the training rooms are pretty quiet. Very good... More",377,"('en', 1)","This 1974 concrete Brutalist complex was designed for Xerox and converted for public use. There are many different sizes of meeting and training spaces. Since the place is a bit underutilized there's a ghost town feeling to the atria. There are pleasant outdoor spaces, some with bar service. The robust construction means the training rooms are pretty quiet. Very good... More"
859,5.0,"I'll be honest, this place is like a huge maze, severely confusing until you get the hang of it - I've been here 6 days thus far, and I still seem to get lost. On top of that, the rooms mimic cruise ship quarters. However, the people here make the difference. Every single employee that I've interacted with has been... More",324,"('en', 1)","I'll be honest, this place is like a huge maze, severely confusing until you get the hang of it - I've been here 6 days thus far, and I still seem to get lost. On top of that, the rooms mimic cruise ship quarters. However, the people here make the difference. Every single employee that I've interacted with has been... More"
860,5.0,la barra de buffet es buenisima en las 3 comidas sin olvidar k el starbucks es gratis todos los dias durante todo el dia !!!,124,"('es', 1)",the buffet bar is very good in all 3 meals without forgetting that the starbucks is free every day throughout the day !!!
861,3.0,The staff are the reason I gave the high rating here. They are always friendly and quick to offer a hand. I had a bad experience with my room when I first arrived but it was switched to another. The new room is tiny but clean. Food is included here and there's always a wide variety on hand. There were... More,310,"('en', 1)",The staff are the reason I gave the high rating here. They are always friendly and quick to offer a hand. I had a bad experience with my room when I first arrived but it was switched to another. The new room is tiny but clean. Food is included here and there's always a wide variety on hand. There were... More
862,4.0,"Stayed for two weeks of training by a government agency. The place is huge! How huge I read somewhere there are 917 guest rooms and 250 meeting rooms. Expect to be disoriented from time to time, however staff always willing to help guests. I've come up with a good analogy comparing the facilities to a cruise ship regarding the buffet... More",343,"('en', 1)","Stayed for two weeks of training by a government agency. The place is huge! How huge I read somewhere there are 917 guest rooms and 250 meeting rooms. Expect to be disoriented from time to time, however staff always willing to help guests. I've come up with a good analogy comparing the facilities to a cruise ship regarding the buffet... More"
863,3.0,"One of the most unique setups I've ever experienced. The center was originally designed to be the training center for the Xerox Corporation. It incorporates a lot of brutalist architecture, and a very confusing layout. Oddly the design forces you to interact with others and gives you a sense of accomplishment once you figure things out. The highlights were the... More",370,"('en', 1)","One of the most unique setups I've ever experienced. The center was originally designed to be the training center for the Xerox Corporation. It incorporates a lot of brutalist architecture, and a very confusing layout. Oddly the design forces you to interact with others and gives you a sense of accomplishment once you figure things out. The highlights were the... More"
864,3.0,"List to pack prior to going: 1 pillows - horrible pillows in the room, better off using a sock if you did not bring a good pillow with you. 2 antihistamines/allergy medication - for the mold and mildew in the rooms. 3 books - due to no cell phone reception in the rooms and wifi is intermittent. Tv is like... More",314,"('en', 1)","List to pack prior to going: 1 pillows - horrible pillows in the room, better off using a sock if you did not bring a good pillow with you. 2 antihistamines/allergy medication - for the mold and mildew in the rooms. 3 books - due to no cell phone reception in the rooms and wifi is intermittent. Tv is like... More"
865,3.0,you can learn your way around with the green qr code tour. use scvngr on property to get 1/2 off an appetizer or write a review online to win a $100 gift card!,159,"('en', 1)",you can learn your way around with the green qr code tour. use scvngr on property to get 1/2 off an appetizer or write a review online to win a $100 gift card!
866,2.0,"I stayed here for 6 days for a recent training I was coaching at. The rooms are very small here, as you'd expect for a conference center, but there were dead bugs in my co-workers empty drawers when she checked in (room next to mine!). The layout of the center itself, and each building, is very confusing. There was nothing... More",332,"('en', 1)","I stayed here for 6 days for a recent training I was coaching at. The rooms are very small here, as you'd expect for a conference center, but there were dead bugs in my co-workers empty drawers when she checked in (room next to mine!). The layout of the center itself, and each building, is very confusing. There was nothing... More"
867,2.0,You can learn your way around with the green QR code tour. Use SCVNGR on property to get 1/2 off an appetizer or write a review online to win a $100 gift card!,159,"('en', 1)",You can learn your way around with the green QR code tour. Use SCVNGR on property to get 1/2 off an appetizer or write a review online to win a $100 gift card!
868,2.0,This place is creepy. Weird tunnels and sterile rooms. AC shuts off when you're not activating motion sensors in room. Like Raccoon City.,137,"('en', 1)",This place is creepy. Weird tunnels and sterile rooms. AC shuts off when you're not activating motion sensors in room. Like Raccoon City.
869,5.0,"First of all, you feel like you're in a secret hidden compound in some beautiful scenery. At first it's confusing to get around, but soon you learn to actually read and follow the signs! The staff is wonderful and the food is great!!!",234,"('en', 1)","First of all, you feel like you're in a secret hidden compound in some beautiful scenery. At first it's confusing to get around, but soon you learn to actually read and follow the signs! The staff is wonderful and the food is great!!!"
870,4.0,"Having read some of the reviews I somewhat dreaded my stay but in the end I actually quite enjoyed the two nights I spent at the National Convention Centre. It is not really a hotel as much as a national security asset set aside in case the US Government has to evacuate Washington DC - it is a vast, sprawling... More",318,"('en', 1)","Having read some of the reviews I somewhat dreaded my stay but in the end I actually quite enjoyed the two nights I spent at the National Convention Centre. It is not really a hotel as much as a national security asset set aside in case the US Government has to evacuate Washington DC - it is a vast, sprawling... More"
871,4.0,happy to see a hotel that still provides shower caps. not every race need to wash their hair everyday.,102,"('en', 1)",happy to see a hotel that still provides shower caps. not every race need to wash their hair everyday.
872,4.0,"Hi, the conference facility is well maintained, service is exceptional and food service, meals, snacks, coffee, etc is run by a true chef who makes a point of greeting the guests. Very impressive, food for several hundreds tastes like a fine meal in a high end restaurant, hard to accomplish. The overall setting is park like, wooded, birds, deer, very... More",360,"('en', 1)","Hi, the conference facility is well maintained, service is exceptional and food service, meals, snacks, coffee, etc is run by a true chef who makes a point of greeting the guests. Very impressive, food for several hundreds tastes like a fine meal in a high end restaurant, hard to accomplish. The overall setting is park like, wooded, birds, deer, very... More"
873,4.0,this place is creepy. weird tunnels and sterile rooms. ac shuts off when you're not activating motion sensors in room. like raccoon city.,137,"('en', 1)",this place is creepy. weird tunnels and sterile rooms. ac shuts off when you're not activating motion sensors in room. like raccoon city.
874,3.0,"Attending a conference here. This place looks like a prison so I thought it would be terrible. The rooms are not highly decorated, so don't expect a lot there. The conference was efficient and the front desk was very helpful. The food was cafeteria style, but was very good. Lots of choices for salads and entrees. Breakfast was excellent with... More",351,"('en', 1)","Attending a conference here. This place looks like a prison so I thought it would be terrible. The rooms are not highly decorated, so don't expect a lot there. The conference was efficient and the front desk was very helpful. The food was cafeteria style, but was very good. Lots of choices for salads and entrees. Breakfast was excellent with... More"
875,3.0,this place is creepy. weird tunnels and sterile rooms. ac shuts off when you're not activating motion sensors in room. like raccoon city.,137,"('en', 1)",this place is creepy. weird tunnels and sterile rooms. ac shuts off when you're not activating motion sensors in room. like raccoon city.
876,3.0,La barra de buffet es buenisima en las 3 comidas sin olvidar k el starbucks es gratis todos los dias durante todo el dia !!!,124,"('es', 1)",The buffet bar is great in all 3 meals without forgetting that the starbucks is free every day throughout the day!
877,4.0,Always stay here for our first night before a cabin in the Smoky Mountains. This time the room was just so so. Needs new mattresses and comforters. They were both a little worn. Not enough towels in bathroom and had to ask for more. The breakfast was wonderful and we still had a good quiet rest. Will stay here in... More,322,"('en', 1)",Always stay here for our first night before a cabin in the Smoky Mountains. This time the room was just so so. Needs new mattresses and comforters. They were both a little worn. Not enough towels in bathroom and had to ask for more. The breakfast was wonderful and we still had a good quiet rest. Will stay here in... More
878,4.0,We stopped here on our way to Florida and had a good experience. I woiukd suggest not getting a room by the 1st floor rear entrance. Very noisy in the morning with consruction workers on their way out the door in the morning. Great breakfast though.,249,"('en', 1)",We stopped here on our way to Florida and had a good experience. I woiukd suggest not getting a room by the 1st floor rear entrance. Very noisy in the morning with consruction workers on their way out the door in the morning. Great breakfast though.
879,3.0,and to noisey and the tv channels suck no good channels and when I took a shower water were in the tub tha wasn't cool but other than that it was ok I never stay there again and too far from the strip,200,"('en', 1)",and to noisey and the tv channels suck no good channels and when I took a shower water were in the tub tha wasn't cool but other than that it was ok I never stay there again and too far from the strip
880,5.0,"Our family had to wait for our cabin for an extra night, so we needed a room asap. The hotel staff gave us an excellent rate, our room was very clean, and we slept comfortably. The next morning, the continental breakfast was the best we have ever had. (We have stayed across the nation in Holiday Inn's) The woman running... More",329,"('en', 1)","Our family had to wait for our cabin for an extra night, so we needed a room asap. The hotel staff gave us an excellent rate, our room was very clean, and we slept comfortably. The next morning, the continental breakfast was the best we have ever had. (We have stayed across the nation in Holiday Inn's) The woman running... More"
881,4.0,We stayed on October 16 and 17. The room was clean and orderly and the hotel was very clean. The beds were comfortable and the TV/Cable worked well. Bathroom facilities/shower/sink all worked well and were clean. Breakfast was good and the coordinator for breakfast was a very sweet lady. She went out of her way to be accommodating. Parking was... More,353,"('en', 1)",We stayed on October 16 and 17. The room was clean and orderly and the hotel was very clean. The beds were comfortable and the TV/Cable worked well. Bathroom facilities/shower/sink all worked well and were clean. Breakfast was good and the coordinator for breakfast was a very sweet lady. She went out of her way to be accommodating. Parking was... More
882,3.0,"Spent one night as a stopover during a long road trip. It was clean and neat with a very pleasant staff but I was not impressed. On the outside this looks like the new Holiday Inn Express properties that we've become accustomed to. Unfortunately it was not ! This was a renovated property with very old mattresses, washed out towels,... More",341,"('en', 1)","Spent one night as a stopover during a long road trip. It was clean and neat with a very pleasant staff but I was not impressed. On the outside this looks like the new Holiday Inn Express properties that we've become accustomed to. Unfortunately it was not ! This was a renovated property with very old mattresses, washed out towels,... More"
883,1.0,"After staying in this hotel for years as we go down every two years for a family reunion, I will never ever stay at this hotel again even if I have to stay all the way in Knoxville and drive down for the festivities. I walked in while my husband and kids were unloading the luggage from the car. I... More",305,"('en', 1)","After staying in this hotel for years as we go down every two years for a family reunion, I will never ever stay at this hotel again even if I have to stay all the way in Knoxville and drive down for the festivities. I walked in while my husband and kids were unloading the luggage from the car. I... More"
884,4.0,"We stay at this hotel often for meetings at the facility or nearby. Consistently first rate, and the staff is professional, accommodating, and on top of everything. HOT breakfast has to be experienced",200,"('en', 1)","We stay at this hotel often for meetings at the facility or nearby. Consistently first rate, and the staff is professional, accommodating, and on top of everything. HOT breakfast has to be experienced"
885,1.0,We have always had wonderful experience with Holiday Inn but recently while traveling I left my wedding ring and a pair of gold hoop earrings in the bathroom on the vanity in our room. I know dumb huh Well when I called them it wasn't till the next day and they told me of course housekeeping didn't find anything so... More,324,"('en', 1)",We have always had wonderful experience with Holiday Inn but recently while traveling I left my wedding ring and a pair of gold hoop earrings in the bathroom on the vanity in our room. I know dumb huh Well when I called them it wasn't till the next day and they told me of course housekeeping didn't find anything so... More
886,5.0,"I never book rooms at hotels, so I walked in and got a clean room and comfortable bed, it looks like they had replaced the mattresses recently. The staff were friendly and helpful and answered all my questions. After a stressful day it was quite relaxing to sleep in a quiet room and dark room. Thank You",304,"('en', 1)","I never book rooms at hotels, so I walked in and got a clean room and comfortable bed, it looks like they had replaced the mattresses recently. The staff were friendly and helpful and answered all my questions. After a stressful day it was quite relaxing to sleep in a quiet room and dark room. Thank You"
887,5.0,Stopped here on our way to Florida. Was greeted by great people at check in and they handled my request quickly and professionally. The room was very clean and comfortable. Great breakfast to tart the day and always feel like I receive good value for my money.,260,"('en', 1)",Stopped here on our way to Florida. Was greeted by great people at check in and they handled my request quickly and professionally. The room was very clean and comfortable. Great breakfast to tart the day and always feel like I receive good value for my money.
888,1.0,I'm not sure why this hotel has so many great reviews. Our experience was anything but great. -We arrived at 2 and check-in was at 3. We decided to check if we could check-in earlier. There were no staff to be found except for a cleaning lady who said someone would be back in a half hour. No big deal... More,309,"('en', 1)",I'm not sure why this hotel has so many great reviews. Our experience was anything but great. -We arrived at 2 and check-in was at 3. We decided to check if we could check-in earlier. There were no staff to be found except for a cleaning lady who said someone would be back in a half hour. No big deal... More
889,5.0,"Stayed here 2 nights for a soccer tournament. 24 hr coffee, pool for the kids, decent breakfast, comfortable rooms and helpful staff! Thanks for having us and letting us take over your dinning room. 06 Smyrna Rapids!",216,"('en', 1)","Stayed here 2 nights for a soccer tournament. 24 hr coffee, pool for the kids, decent breakfast, comfortable rooms and helpful staff! Thanks for having us and letting us take over your dinning room. 06 Smyrna Rapids!"
890,5.0,Excellent facility and a very accommodating staff. Overall very clean and well kept. Location is excellent in the center of the city and near all restaurants and services. Very close access to I 75 for North or South travel,223,"('en', 1)",Excellent facility and a very accommodating staff. Overall very clean and well kept. Location is excellent in the center of the city and near all restaurants and services. Very close access to I 75 for North or South travel
891,3.0,"Staff is friendly, hotel is clean. But the beds are hard as a rock. Hotel is centrally located to restaurants and shops. Great Mexican restaurant right across the parking lot. Breakfast was very convenient The coffee was good. Staff at breakfast very cheerful and friendly.",273,"('en', 1)","Staff is friendly, hotel is clean. But the beds are hard as a rock. Hotel is centrally located to restaurants and shops. Great Mexican restaurant right across the parking lot. Breakfast was very convenient The coffee was good. Staff at breakfast very cheerful and friendly."
892,1.0,After 22hrs. of driving all I was looking for was a place to put my head. I was greeted with a big smile and a very helpful staff. They were fast to get me a room and coffee. After the drive I knew the alarm had to set. I heard no sounds outside and the rest was just what I... More,282,"('en', 1)",After 22hrs. of driving all I was looking for was a place to put my head. I was greeted with a big smile and a very helpful staff. They were fast to get me a room and coffee. After the drive I knew the alarm had to set. I heard no sounds outside and the rest was just what I... More
893,4.0,"The hotel is clean, comfortable, and professional. I had back pains and the shower system took all my tensions away. The beds were comfortable. Pillows were big. Breakfast bar was typical. Only draw back was the Internet was on the slow side",241,"('en', 1)","The hotel is clean, comfortable, and professional. I had back pains and the shower system took all my tensions away. The beds were comfortable. Pillows were big. Breakfast bar was typical. Only draw back was the Internet was on the slow side"
894,4.0,great friendly staff clean rooms. hot breakfast included w good coffee for a change. overall great deal...wifi is kinda slow. (but it's free),141,"('en', 1)",great friendly staff clean rooms. hot breakfast included w good coffee for a change. overall great deal...wifi is kinda slow. (but it's free)
895,4.0,"At Knoxville the two Interstates combine and add to that local traffic. Heading South you want to get past this mess before stopping for the night. Just past Knoxville is a gaggle of hotels at Lenoir City and our favorite is the Holiday Inn Express. This is a newer hotel with everything new inside. Very quiet, clean inside, and a... More",339,"('en', 1)","At Knoxville the two Interstates combine and add to that local traffic. Heading South you want to get past this mess before stopping for the night. Just past Knoxville is a gaggle of hotels at Lenoir City and our favorite is the Holiday Inn Express. This is a newer hotel with everything new inside. Very quiet, clean inside, and a... More"
896,5.0,"Great room, great rate! Clean, spacious rooms. Thank you Rachel C for the hospitality, we enjoyed staying with you! So helpful and accommodating, and made us feel comfortable. Lots of parking in well-lit lot!",208,"('en', 1)","Great room, great rate! Clean, spacious rooms. Thank you Rachel C for the hospitality, we enjoyed staying with you! So helpful and accommodating, and made us feel comfortable. Lots of parking in well-lit lot!"
897,3.0,As a traveling technician I spend over 100 nights a year in a hotel room. I always search for a Holiday Inn Express as I almost always have a very pleasant stay. This was not as pleasant as I am used to. This site was very outdated from the carpet up. The bed was also very old and wore out.... More,299,"('en', 1)",As a traveling technician I spend over 100 nights a year in a hotel room. I always search for a Holiday Inn Express as I almost always have a very pleasant stay. This was not as pleasant as I am used to. This site was very outdated from the carpet up. The bed was also very old and wore out.... More
898,1.0,"Mattresses in our room were completely broken down. They were collapsed, saggy and lumpy. One of them had a spring that popped anytime I moved. They rolled you to the middle hole. I eventually fell asleep by lying across the foot of the bed. We would have asked for a different room, but the hotel was full. It was late,... More",328,"('en', 1)","Mattresses in our room were completely broken down. They were collapsed, saggy and lumpy. One of them had a spring that popped anytime I moved. They rolled you to the middle hole. I eventually fell asleep by lying across the foot of the bed. We would have asked for a different room, but the hotel was full. It was late,... More"
899,3.0,Signs in the elevator said to rate the hotel on Trip Advisor so here it is. It is trying to be an above average place but just doesn't make it yet. You pay for all the facilities but not everything is working. Wifi was very slow and froze many times. The desk said it had been like that for a... More,300,"('en', 1)",Signs in the elevator said to rate the hotel on Trip Advisor so here it is. It is trying to be an above average place but just doesn't make it yet. You pay for all the facilities but not everything is working. Wifi was very slow and froze many times. The desk said it had been like that for a... More
900,4.0,"Staff is very helpful. Beds are comfortable. always get a good night sleep. free breakfast, delightful hostess. an a beautiful contemporary setting. great place to visit. so give it a try next time your in town.",211,"('en', 1)","Staff is very helpful. Beds are comfortable. always get a good night sleep. free breakfast, delightful hostess. an a beautiful contemporary setting. great place to visit. so give it a try next time your in town."
901,5.0,I arrived to this hotel for a 30 day stay. They treated me like a king. I must say Ms. Lynnette the hotel manager really has the staff working hard and going the extra mile for customers. The Head Housekeeper Ms. Lisa really pays attention to the ladies that cleanthe rooms. She personally came and did my room at 230pm... More,327,"('en', 1)",I arrived to this hotel for a 30 day stay. They treated me like a king. I must say Ms. Lynnette the hotel manager really has the staff working hard and going the extra mile for customers. The Head Housekeeper Ms. Lisa really pays attention to the ladies that cleanthe rooms. She personally came and did my room at 230pm... More
902,4.0,The hotel sign was a little hard to see from the road and we had to turn around to get there. It shares the driveway with another hotel and a Mexican Restaurant. We arrived late in the evening and there were no parking spaces close to the building. The hotel was very well maintained and clean. The room was comfortable... More,327,"('en', 1)",The hotel sign was a little hard to see from the road and we had to turn around to get there. It shares the driveway with another hotel and a Mexican Restaurant. We arrived late in the evening and there were no parking spaces close to the building. The hotel was very well maintained and clean. The room was comfortable... More
903,2.0,"Considering the price point of this hotel (not inexpensive), Very disappointed and won't be returning. In the bathroom of the first room we were in, a shelf fell on me. I looked at it and it wasnt even braced properly. It had obviously broken before and it was just propped back up with a plastic bookshelf clip that didnt do... More",333,"('en', 1)","Considering the price point of this hotel (not inexpensive), Very disappointed and won't be returning. In the bathroom of the first room we were in, a shelf fell on me. I looked at it and it wasnt even braced properly. It had obviously broken before and it was just propped back up with a plastic bookshelf clip that didnt do... More"
904,3.0,"It don't seem like much, but when you stay at a hotel for 3 weeks, you expect to be able to get a milk even in the evening. But it's locked for the night was the response I got. Otherwise a great stay.",201,"('en', 1)","It don't seem like much, but when you stay at a hotel for 3 weeks, you expect to be able to get a milk even in the evening. But it's locked for the night was the response I got. Otherwise a great stay."
905,4.0,"The hotel is clean and comfortable. A good choice for a quick overnight and off again. The facility is well kept andkept. Beds were comfortable and bedding was updated. Waffle House right next door if you desire. We had a quick stop on an overnight trip, and this Holiday Inn was a very good choice.",299,"('en', 1)","The hotel is clean and comfortable. A good choice for a quick overnight and off again. The facility is well kept andkept. Beds were comfortable and bedding was updated. Waffle House right next door if you desire. We had a quick stop on an overnight trip, and this Holiday Inn was a very good choice."
906,3.0,It was in a bad area the other guests that we're above us jumped around on the floor until 4am and when we went to check out no one was in the office,149,"('en', 1)",It was in a bad area the other guests that we're above us jumped around on the floor until 4am and when we went to check out no one was in the office
